Username,Date,Star Rating,Title,Review Comment,Review Link,User Profile Link
"Imran Khan",15-Apr-2017,5,"","Hi all good but plz add a feature who views my profile, strangers, frnds even frnd who blocked me plz","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRjBZVWZ4Zi1jNXp0X1A0ZlhROGEzeXVteUx6d1drQ2ItSHpYS2Z1MWQ3ZnNvdzBEcjRFdi1NOUFMWVNMeExPQm9PZjY4Qm45T2pMcXNnU1E",""
"",15-Apr-2017,5,"","Yash","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR042TWpIMU81TGIwYUItSkdNYjg4UEx3WldKQ2s4ckhhM1V2aFFnNGpOVHk1Zll4VnhhUkE0OEd1S2RmYUNlUlROX25EY2M0ZGZ5ak1xQ0E",""
"",15-Apr-2017,5,"","Yes","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRzlsX0w0dkhQLWRlQ3JTcDNPblh6akVUMlRCbkxqbVNYV0RLX3RvVkxDX2tZV0d6Y1RpZEhUdVBWY2pITU9zWGJBWVJMS0xTbFNBOEMwSXc",""
"Jerome Castillo",15-Apr-2017,5,"","ok","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRk8xazd1T2l5QnBsTEM1QktJdVlHalk0Y2ZINkR0NE44OTlYLURkbG13UV9hV1RTdjJ5cUNDRk93ckhOSlZGZmp0R2pTeHVGVGJlYjFCS2c",""
"syed afridi mia",15-Apr-2017,3,"","Best","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR040OXZGQTYta0dmWmR2MnJlYzZ2QUpRZW14VzdoajJfTHNqZk12UERKM1NLWVphM1d6QTI0TTJyNEZRN2VIUTZJR19MMXZkQ1pzWUdOY2c",""
"Md Ridoy",15-Apr-2017,5,"","Nsice","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRVJaTmE5dGtNQVZXRmQ3NWR5LTFCcWRoWWdtZmNDUjFsM1dVNDBuSUpLUmtqZEFrc2VRQjRIalhrOThsOFBnSUsxa0VwTnBBMXZIcHAyenc",""
"Rosalina Diamond",15-Apr-2017,5,"","Awesome😝😍😍😃😃😀😀☺☺","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSF8zV0sxcVFnOWdEbFIteVlpZGVUQkd6dFZMVzY1UlZYTl83Nlkyd1Uxd2oxaHRfbGR3U1EyMklYVk9oamZjMDhQZlF6eVU5a2dLT25Hbnc",""
"",15-Apr-2017,5,"","Nice","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRm9uakJlNUxJc292QkN2UmRfZVZ4cEZZZmM2X1dtdEh6b1lhYzJLZ1VtMGhxQ3lhdmp2cEFaVDlMNWJWM0puODR5N24wSmpnSDFreTIydHc",""
"Ritesh Singh",15-Apr-2017,1,"","Setting doesn't work","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRXBRQWxkWkQ4eDg2NFUxZ19ZeHMwem1pNFdrb0dTWExWaXhlVUpEZ2s3U2JWOE9XX0NtTE0zNk5yeGdLZVV1SzJDOVZVOVBvUG5yZ1piT3c",""
"Shaikh Faizan",15-Apr-2017,5,"","Interesting","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRTJsTkhrb0w5T2lxNVR4Y3RNRmR6QkN6bWRSamRuQVIwbWdZbmd2OHEzMGtyZmN2WUk3UExmbHZNZkZjVGF6dW4yVE9OVUlWc1d4d3d3Z2c",""
"",15-Apr-2017,3,"","This app is not really good at vee hoped it   😉😉😉😉😘😘","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR0diTGNCa0RGcWhEUW8wbW1JRDhVdW0tV2xCRFBYVTktT2NWMGxzMHBQbW9RejdsaVZCUTVOX2NYQ3h4VnV0Wnp6RGVvRVRSVk1iZGRYUGc",""
"Rajat Joshi",15-Apr-2017,5,"","Love it😀😀😀😀","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSGVGR3lmVVQtdHJyUVNack9wM3dIbkRoVExkaHRUNHBWN012UUJiRU82LWRDeWhBX0F2ajhlak1iR2JLOG9BcXV6SWR3ZjN5OXNQZ3MyeVE",""
"Yondiri Fred",15-Apr-2017,5,"","Yondiri Fred","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRmliUmQyeUNYSTlVYTJtbGlUbjFSR2kxb1BsYVllTlo1NEZEeW56MURHYUpnaTYta0d3dEF0MWJuMVRtQ3NybWZCSGNvNURqODVxS1EydHc",""
"Nagesh Shenoy",15-Apr-2017,5,"","It's good app","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR21WQjR4RWZWdTJtQ2Q0Nk9jY01Rb0thNm9LMktaWGRHbzhPQ0tqT2ZCcjRXSGF3Szc2MlV0YlhoX3hFY2g5WUlCZTJlZXQwWjRKUHlzb2c",""
"Sanjay Goswami",15-Apr-2017,5,"","Good app","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRk9rUXlwYVN5c2djSHZFX1pVNklZT3VTWTJKbTMyRnFibGpzVUlvZFJjN1FwNHNBall1Q3NtdnFCTFhVOWhON185dWx2SHB0ejdqU3RwU2c",""
"Hafizal Ishak",15-Apr-2017,5,"","Good","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSF85aVBDOHMzeENVb0dKb0kyWXk0OUt4RXM5ellJSGZ5eHRrZzk5bDZnNlh2QndxRWpsT1plMmMweWlpU2FuVjZCWmYyYlBNeS1YN2pYdWc",""
"",15-Apr-2017,5,"","I am a grandma I just like facebook i just type and talk to family friends when I am not able to leave house or bad leave the bed.....  Thank you to reach out side world...","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRlU2UHBSenNEYThHN1ljVXdXcFptZ01PRGlqdFhKd2lVVUJDYUVaQzFhYWg1YWtxQWhqMmVyV0s5bG5PNF9DR1JjWVl0UXRGdHROakpMV1E",""
"Prashant Singh",15-Apr-2017,4,"","Okay","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRzRmN3l2RXhzZzF5SHFfZHVRU09Zdk91cWNCYjgta2ZBVmJtNnNGUlJNN2hCMjhkVmRTTThCWU5kanZMUzhSUlVqdy1EdHJaQzJKdDdOTEE",""
"",15-Apr-2017,4,"","Very. Easy to conenect with friends","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRjhTNnlnckg2TnMtVmFBWE9hWTlVTVdSN2drNGtZd3hWYzJ6dFhGdDFDM1hOQW5nYWUxbjcxRk10S05LWDVybF9LS0ZJQ3pyTTBFRGRXZXc",""
"Partap Verma",15-Apr-2017,5,"","Easy to use","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRWU1bl9xYzJpWXBRcEhhc1pFYkVVSGh4MWRIOXk1Z2hEYTdab1JuTkRYd1NxM215T3A5aDFtSDNtQXdRY3h1RDh0ZXpGb3RkYnFpbXUwaXc",""
"azhagar saran",15-Apr-2017,5,"","Good","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEpOSFVqbThzQjNDVDFlc3VFdHpqQXd4bnk5UkhqNlpCMTF0UkE3OXRjNnVlTndKTWZHMl9WbWlWb190U0wyUTRJSXRrb0plaEpGUm9haFE",""
"",15-Apr-2017,5,"","It's awesome","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEo3WEFBXzBIYUJIMng3UzhvX21IazI2cVc4aW5iMjVYQmRFNUlYbXdQc0N5azNqY0N5SnplS1FCYWJvdktnUkxPOWJma2VWbi1ScWpBblE",""
"",15-Apr-2017,3,"","its okey..","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRVBLUURnVnY2ZDgtaXkyU1BURFhHSlNFQ0JLT3haSEVfR1lqV0R0YmpzcjBRcnEtNzlRUDd2UDZEY0ZpOGVPdlJDS25RZjhjeC1KR2F1ZGc",""
"Gowri Sankar",15-Apr-2017,3,"","Very slowly","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRS1yNDlUTU83MGN3ZjMtTUF4SS1uclg2V0RYNXY3SkhsY1YzQlRMZWxiLVBkYXd1S0tFN0JFdWZZNDJCYTVySnVlRVpYcFd6YmVaLXVORVE",""
"S M Arafat",15-Apr-2017,1,"","Last version is crashing can't load news feed.","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSFBndXlGMV9nTVpUWDNadUdVbFBMZHJUT1Q4NHZBZDZxVGxHbzZ5UmhjNUVIUV9fNzhfeUNGeG04eGFuUG5ybmhXSl9zeHoyRmZMeUxLV0E",""
"Ram Kumar",15-Apr-2017,5,"","It's good.","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSGZBeVJDaVlnZm54elVvZjJ0bXNLMDBCTFpzM1REUEpDanVEd3NIU0o4MGp0MnQtTkQyYmM3SDJfVnRuQjNZazIxWW5ucmE3NHI3OEhaY1E",""
"",15-Apr-2017,2,"","Can't see any notification in app, how to fix it?","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEl1Y3ZsLUg3OVZZclFWNVY0alNEN01CcDZMYUVIUW9Sc3dpNW1ZTlUzdHpVX0FhbExFS0dzOHFxbFlhQ3FmazJHMm9fOURkeUl1UHl5SHc",""
"Yvonne Minor",15-Apr-2017,5,"","I'm not the most satisfied customer its been more than difficult to join Facebook now I remember why I stopped doing it before","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSFlya3pvRlYwQ1FLUW1lb0I4dDBmZUswaEY0TEFrSF82ZUJrcmtqbzRIdm8zd0pGQi1wWjNsZWxyMU16b1FYUlpzdFJIRF9hSlM3SzNpSGc",""
"vijay kumar",15-Apr-2017,4,"","Very nice.  For sending posts","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEpPRldxRXJITVhoMHpydFRENjI4UmhQd0lqUHhFNWNQTzNERTNfekp3WTVWQVN5Wm14dk4tTWxZUHZoMWt3STVIajRxS1dqblRQUG42T3c",""
"",15-Apr-2017,5,"","This app are really amazing","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRVQxWkpKaVF0QXZsSloyLTVDTXFTSk1kbXdsQlhFSzV4RXNkVWpGNXRGSWpsRUM5TjJHeDVRNVVFY2ZXRTlHWThqVGRYWWkyQ1FiUDY3aEE",""
"",15-Apr-2017,5,"","Good app","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR25HbzdLQWd3SEx4bUkzS0F5N2lvdmN1eFFKMEdybnBnVzc0M0pwQ19vclpab20xSzR5dE1IRUlQTTVheEZHV3BqMER0d1lhRi1Vems1bGc",""
"Anwar Khan Khan",15-Apr-2017,5,"","Anwar Khan","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEd5QjhXaGxuTXkzT0hjcHota1ppZlVMc1FkQTNKYWd2SzRpRnVNWXBrZVJLUEVDYnZqSDZ0czFkUGIyTWd5VGVKVGZxRG1lbTk0RmMwQXc",""
"",15-Apr-2017,4,"","A lot of funny memes","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRWV0dGxZY3BrRUtaekhsaEczZ0xhSXFIWmR0Uk1UOHp3cWVsbHBJaEplSGpzU3VuMk5IekNWZF9Pcm1VVTNvR0FKTUtwYzlTS2ZHMjl0Vnc",""
"",15-Apr-2017,5,"","Nice","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRVp5WS1GVnFLanY2OW1NMnNJb1pMWWlzZ1BLLTd5dDROU2p0WkZBbGJ4U0EyOXgxOHdvb2xqbWVJVkJKN3pVTnZzYzJBUDJmM2liT0IwU1E",""
"",15-Apr-2017,5,"","its very.easy To Use ...thid App Is Osm....i loved....it","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRXY4eGlUX0FCVXBRR2hxZTlwYko2bUFsY3A1Q2R3eVdMY2VpdHVGdmJTeWJSZjk2bHZfbUFPYTcxM09EdDA3ZEZfUkpxZ3MzVUhlX0pxX1E",""
"",15-Apr-2017,5,"","It's pretty amazing","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEVvOXEzUXhzLUMwME1rYTBuWkFualBIRDd3T3lYMW1IVHh5WmFoWjhNVlVFaTRWQmkzWlZLZHUwOE43dUo2WlFpRDE2aFFKV2x1OTBWTnc",""
"vivek kumar",15-Apr-2017,5,"","Thanks for given Facebook to us #mark","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRjdrVTFaelYzUFR3NDFKci1fTGJMUndMVmxjb2RJdUdZODlWbEhZbHNVX2J0RHhSbUZsOHZZQmxrcnlUc2g2WS12WUFOc3Z5YlEwU0xyRUE",""
"Lucky Pco",15-Apr-2017,4,"","Nathing to say","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRzJmWVBnX2lkU2l3WHYzZzQ5cjlzV25wTG93emJ0VlhWRmtBajlHWUVlX0pKMmZtNFhXX0NZcnBRUGx1LW01aFMwMGVaa1FUZ2tOeEJxRkE",""
"Boyet Eguac",15-Apr-2017,5,"","It's a good apps","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR3VraXVINTYtWjlHbmI2Y0JsZXNUMHJFa1MtNzhfa0ZFbkZBSWtkQ1R2YlYzSmhOX1NZUTdnRzhYWXpEU2dTU3RxSmR5NThtdzBfdFVoQ3c",""
"HARISH CHANDRA MOHANTY",15-Apr-2017,5,"","Outstanding","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRTl2YzVyN2RMc0RxLUhxaDRfbm83Tm16YjJHalNzNjdldndoLWFKSENlTnpiVGJpdUVBS2o1WERFRThsREEzTEY4RXdabWVtU2NYQmpSOWc",""
"",15-Apr-2017,5,"","Thanks","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRkQ4OGhUcmY0aUJSejl2Nm5WN20wRWlrMVBCQVhRamFRdEo5NGl3X3Z6Q3Y1aFAxNmVlUzBldmFlZm9CdXB6MzVnN2ZUZmY3ZUdVaUxxQkE",""
"",15-Apr-2017,5,"","Facebook should start group video call","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR29tbVcwTnlGNVdXYXpQc29SYnZPUlpPVDRUSi03TW5yVllxTnVwNDRFZmFCREl4ekZuSFRCRkZVN3pQX1NuVFBSVUpOcGJCcHQ3RkxYeVE",""
"",15-Apr-2017,5,"","Vijay nisad","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRXNGUmVBNDFGZnJheVlXeVVHaGprak40eGJ1QklSVXJTd3VhMXRGYlRFR1BfMFh6aHg0WVF5RGdEcU9raXFLRE5ib2ZvemxIaUVOS2tMTlE",""
"kantilal hapani",15-Apr-2017,5,"","Good","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR0M0U1BVcEp6TGpTdVU5NkZWMnNiVktxcDFtX1lmZTAxTVNKbS1zdERZOHJfMkt4MERMNmJPZXIwbWdYWmVvVUd2dkpKZWNaZUZ1YTN5VWc",""
"",15-Apr-2017,5,"","I think  facebook is enjoy my life","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSDVOcmFDY2hRQ1dyekFRcjhVdWhtLXZnVmRMRzc4VGwtV3JySVNlUTdmcDc4YnhpM3V0bmpWNV9MRk9jeFVQLXMzdnJ3QmtnemdHS1otM3c",""
"Abdul ajeesh",15-Apr-2017,5,"","Yes...","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRjduOThFS1lPMjNZVGFFSjBmNkF3QTZWZXA3WDhYYmJhX2JCSzk0YkhIaG9VUnFDajF1RTVGa0lkOU84X3BITnBJdjRUZVp2LU9MRFFWYmc",""
"Carlo Lone",15-Apr-2017,1,"","Since this update the app closes 50% of the time....","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR2pFR3ZqOTBEV3drTDVzNHJtX0NRYWpHQU9CUHlEclpzLXBTTDJNdDZEaFZrX1BUdUljTTA0OW4xM0hlTXlOekdBekFJSGlKNnpRdGtyVnc",""
"rajmani sharma",15-Apr-2017,1,"","Worst app that uses history of user and track it everywhere.be careful Facebook users","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRnBWYk9GSVF3WWhmQXYzYU9tcm9WWGdjdkFGOGpwLVR5TjdkMXhFUnpzaVZYNkRGR0RBNVdPYkVVYkVPc01VQmdqOXVRUHRhNTY2b2RQaWc",""
"William Panganiban",15-Apr-2017,1,"","It freezes up and closes itself. Make it compatible to all android versions 😤","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR3VDNnZaUHFCNkhRamxDd3p0Z2JFZmpfSkJDbWVXdUJYellNbVc1Rm5Gd19pV0RRWUp1SFltNmF3bzR3U3lwemdhZWQwZDdqM0xxUW42Nnc",""
"",15-Apr-2017,5,"","Am happy","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSFNXZDdNYkZTMHhIQi1aNGpYLWo4Qko0a0pBZDMyYlpVZDVpWDhTUzdveFA4X3lhcllmTkpIY2VfVnpUaXctRDl3M2RDdWhTQmgtMmgtUnc",""
"Lynnette Ray",15-Apr-2017,1,"","This app is a continous source of problems and privacy violations...making this app almost expendble...its not worth the trouble","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSGtSN1JVaWpuZ2JlM0JVZHladTZkemZSR2RBX09qUDNGUENHYkpHNm9TOUpFcWFRdU5pT0J4V1FDWlJYYUFNTG9PNUFlNTlsT0ZwdWxNX2c",""
"",15-Apr-2017,5,"","Love forever","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSEU0MDhxeTZwUXZnV0pHcFBpY1RuODdBV3pxdm9wWXhVYlJNbHZ3T0pIZWdQTWZiYm5MSE9odjEzVzZWbW1aUXI5Ql9RYm1sVUdXUjBUalE",""
"Hasin Raiyan",15-Apr-2017,5,"","good","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRXVTSTlGYlVDWTlTYzZPYjhZcDBJWHVqTHdYMldtblJVaGVyd2szMjFJRUhyRm1FbnpFeEhYdXpkaTlyTzZfS0hvYl9RWHlwQVZMRDFWSkE",""
"sameep kadu",15-Apr-2017,5,"","Luv it....","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR0tvSUFicU9oaEVZN09vMEJiSUpzSXhfVHRIcWFCQXNYTE1TQUl3TkQxZ1c4SG8wbDV3S0Z6aDRNYkJyXzc1dS1BRFA3c0lmeXVIZEVlWHc",""
"",15-Apr-2017,5,"","Its ok","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR0wxbHJ4TlRKbXgwQzRIZ3RfeHBMS2RwOXRyOW96UjZzMDl1R29UNDhOU3FFdEdxTVBwYl8zWElrcHhoa05IdDV0TE0xd2FROW9wNHVMSWc",""
"Levi Life",15-Apr-2017,3,"","Thumbs up. It's a go","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSHJjaEZ0UDNUckNPNWVVbmF6THVFVGJ4ODdPYmQ3RmxvR25yYUQtVjdJNDJxRlAyNTNaOGRQMFN5eVgwc1NINGFSM2JQcWVUR0c0dktja1E",""
"franfran boom!!!!!!!",15-Apr-2017,5,"","Yes","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRTg0NjNLc1JNVXduV1RqRW9meHBacmpLeXhPZjJFamxqTUFSZ20zTXpqY25MT05CQUtLOUxoLVlsWTRvMm5YbmhUY1pILWY0djRwN01YMFE",""
"Mallory Schoeben",15-Apr-2017,1,"","The new update is awful.","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRWVCTmNqMXZUTVB6Mi1SbjdBT0ZmcDJXWS12SE5GazlsaUx6RzczTl9hdkJ5M3BEWkdyemZfaFVNQzcyUVg5QUQ1b2tLSlc3MnJTTlcyQXc",""
"anjani kumar Mudgal",15-Apr-2017,5,"","Good app","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRTFKeU1RM0FWTVFyc0s4SmlGZ3FQOFNmNWZGczd4dW82N0k3OENsSnhxZm1BSl9jVDZyY19wWWxyZHl1X0NwZUk5Mi1pQzhjSzREN1ZhbVE",""
"",15-Apr-2017,5,"","Good thing for people","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPR1BXdkJlTU9lRjd6NzNsVTdneHpoNXZxQXlQaEdmSHlTaVBnT1RVQnVHV0NyVVdsRFZyWVJmMlptR0RhWWpCRWRNZDFLTjF0bFV0T0pEa2c",""
"Manoj Chaurasia",15-Apr-2017,5,"","Nice","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSHdJb19VeG5TZUFBbUpMel9MOFZoa2hkWk5Sb1hFRm5YVlh0VVZydHJfRXNuZm5WZUw0REdFSmtzTWR6cWx2WTd3UmlXc0c2QmltX0lqQXc",""
"",15-Apr-2017,3,"","Everyday when i check Playstore its show update your Facebook App","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRS1XQnM5TWJwWFNQcVUtbi1mMDlfaEZGYzFDdkJhSWVMVlBuTU1GNUFvTGwwNVRBSFNkTDRUekh3Ry1rWVc5V25nQkxzRlBxY3lDYk41Unc",""
"8684912700 8684912700",15-Apr-2017,1,"Brilliant","Brilliant Brilliant","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPSE81NEpTS2dOM2phWDhFQkk0ZTlJX2ZOemxyQ1h1YTBjWTVtb2J6TldxUHpOY1JnRExfUjRnbEpmMkowQ2pUY1p2MFZnbDY0NFhWWldUVkE",""
"",15-Apr-2017,1,"","Getting really aggravated when the newsfeed returns itself to the top when i am literally in the middle of scrolling down or when I am reading another post. Also, it tells me there are new stories and when I actually choose to click that, my newsfeed goes back in time by 2-3 days. Really not keeping ""up to date"" with friends' posts. *UPDATE** THIS HAS NOT CHANGED AT ALL. IT JUST NOW TOLD ME 9 NEW STORIES AND THEN BROUGHT ME TO POSTS I HAD already liked!!","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRXVaTC1nQnh4MldJNnNNeE5aUXFhNmpxOU5fb21wMFFNa1lvU2RqWDMyY0JNSnJhTzJqdVc0MmRPWVZrZmhuLVh1aDVvS1lkMm1QX3lpR2c",""
"Parmod Rajput",15-Apr-2017,5,"","Mst aap h","https://play.google.com/store/apps/details?id=com.facebook.katana&reviewId=Z3A6QU9xcFRPRjRyNU4tRlMtSTh0M0c3QTJGNnMyaE5MZFMxaGxuTHIxalhKbmRCYmg3QXptcnEzU2NTSXRkb3lxQThHZHV1WmtHR1VNQzY3Y0hJVDBwMkE",""
